,0
0,-812.0
1,-776.0
2,-713.0
3,-830.0
4,-291.0
5,-722.0
6,-794.0
7,-758.0
8,-704.0
9,-72.0
10,-875.0
11,-722.0
12,-623.0
13,-749.0
14,-803.0
15,-749.0
16,-704.0
17,-722.0
18,-740.0
19,-695.0
20,-704.0
21,-560.0
22,-605.0
23,-641.0
24,-686.0
25,-731.0
26,-614.0
27,-704.0
28,-686.0
29,-695.0
30,-740.0
31,-578.0
32,-659.0
33,-695.0
34,-641.0
35,-542.0
36,-614.0
37,-614.0
38,-731.0
39,-596.0
40,-551.0
41,-614.0
42,-605.0
43,-641.0
44,-695.0
45,-623.0
46,-632.0
47,-542.0
48,-390.0
49,-542.0
50,-623.0
51,-569.0
52,-686.0
53,-542.0
54,-578.0
55,-578.0
56,-623.0
57,-623.0
58,-569.0
59,-416.0
60,-560.0
61,-488.0
62,-302.0
63,-212.0
64,-434.0
65,-452.0
66,-560.0
67,-596.0
68,-497.0
69,-569.0
70,-488.0
71,-63.0
72,-416.0
73,-461.0
74,-461.0
75,-101.0
76,-560.0
77,-222.0
78,-497.0
79,-591.0
80,-253.0
81,-425.0
82,-401.0
83,-428.0
84,-275.0
85,-497.0
86,-349.0
87,-425.0
88,-398.0
89,-398.0
90,-416.0
91,-279.0
92,-392.0
93,-307.0
94,-298.0
95,-222.0
96,-416.0
97,-406.0
98,-98.0
99,-208.0
100,-407.0
101,-362.0
102,-104.0
103,-434.0
104,-497.0
105,-394.0
106,-443.0
107,-443.0
108,-407.0
109,-299.0
110,-117.0
111,-380.0
112,-340.0
113,-443.0
114,-390.0
115,-380.0
116,-295.0
117,-407.0
118,-289.0
119,-282.0
120,-92.0
121,-362.0
122,-123.0
123,-353.0
124,-371.0
125,-10.0
126,1.0
127,-434.0
128,-259.0
129,-326.0
130,-291.0
131,-407.0
132,-222.0
133,-149.0
134,-407.0
135,-416.0
136,-308.0
137,-295.0
138,-380.0
139,-96.0
140,-171.0
141,-317.0
142,-179.0
143,-88.0
144,-42.0
145,-78.0
146,-215.0
147,-380.0
148,-83.0
149,-100.0
150,5.0
151,-202.0
152,-308.0
153,-59.0
154,-109.0
155,-248.0
156,2.0
157,-15.0
158,-241.0
159,-339.0
160,-19.0
161,-50.0
162,-317.0
163,-362.0
164,-221.0
165,-15.0
166,-317.0
167,-160.0
168,-212.0
169,-165.0
170,-111.0
171,-220.0
172,-160.0
173,-84.0
174,-208.0
175,-70.0
176,-279.0
177,-245.0
178,-76.0
179,-153.0
180,-125.0
181,-221.0
182,-281.0
183,-174.0
184,-82.0
185,-227.0
186,-3.0
187,-201.0
188,-107.0
189,-151.0
190,-263.0
191,-263.0
192,-24.0
193,-32.0
194,-2.0
195,-286.0
196,-33.0
197,15.0
198,-290.0
199,-105.0
200,-191.0
201,-317.0
202,-78.0
203,-184.0
204,-112.0
205,-148.0
206,-281.0
207,-40.0
208,-281.0
209,-178.0
210,-4.0
211,-154.0
212,-290.0
213,12.0
214,-32.0
215,-8.0
216,-141.0
217,11.0
218,-130.0
219,-14.0
220,-4.0
221,8.0
222,-90.0
223,-13.0
224,-41.0
225,11.0
226,-104.0
227,-308.0
228,-140.0
229,-168.0
230,-109.0
231,-106.0
232,-97.0
233,-133.0
234,-229.0
235,-237.0
236,-281.0
237,-126.0
238,9.0
239,-137.0
240,-162.0
241,-225.0
242,2.0
243,0.0
244,-115.0
245,-130.0
246,-3.0
247,-67.0
248,-132.0
249,-131.0
250,-149.0
251,-70.0
252,-71.0
