,0
0,-695.0
1,-785.0
2,-812.0
3,-509.0
4,-767.0
5,-115.0
6,-614.0
7,-731.0
8,-713.0
9,-704.0
10,-767.0
11,-821.0
12,-785.0
13,-749.0
14,-767.0
15,-758.0
16,-857.0
17,-749.0
18,-695.0
19,-713.0
20,-785.0
21,-767.0
22,-821.0
23,-731.0
24,-713.0
25,-632.0
26,-686.0
27,-695.0
28,-650.0
29,-659.0
30,-740.0
31,-447.0
32,-641.0
33,-641.0
34,-650.0
35,-722.0
36,-776.0
37,-722.0
38,-587.0
39,-686.0
40,-605.0
41,-542.0
42,-668.0
43,-632.0
44,-713.0
45,-632.0
46,-587.0
47,-614.0
48,-533.0
49,-659.0
50,-632.0
51,-542.0
52,-457.0
53,-497.0
54,-524.0
55,-461.0
56,-448.0
57,-551.0
58,-506.0
59,-515.0
60,-524.0
61,-488.0
62,-497.0
63,-162.0
64,-377.0
65,-542.0
66,-72.0
67,-497.0
68,-533.0
69,-569.0
70,-550.0
71,-533.0
72,-470.0
73,-342.0
74,-524.0
75,-506.0
76,-515.0
77,-560.0
78,-411.0
79,-407.0
80,-452.0
81,-416.0
82,-401.0
83,-331.0
84,-236.0
85,-524.0
86,-497.0
87,-443.0
88,-425.0
89,-461.0
90,-1.0
91,-380.0
92,-185.0
93,-524.0
94,-395.0
95,-407.0
96,-369.0
97,-488.0
98,-212.0
99,-452.0
100,-425.0
101,-407.0
102,-335.0
103,-371.0
104,-416.0
105,-28.0
106,-443.0
107,-434.0
108,-137.0
109,-380.0
110,-295.0
111,-335.0
112,-57.0
113,-380.0
114,-41.0
115,-206.0
116,-344.0
117,-100.0
118,-172.0
119,-335.0
120,-186.0
121,-344.0
122,-396.0
123,-143.0
124,-241.0
125,-389.0
126,-39.0
127,-52.0
128,-344.0
129,-309.0
130,-335.0
131,-380.0
132,-362.0
133,-324.0
134,-128.0
135,-344.0
136,-380.0
137,-143.0
138,-281.0
139,-93.0
140,-191.0
141,-207.0
142,-281.0
143,-94.0
144,-197.0
145,-62.0
146,-108.0
147,-317.0
148,-353.0
149,-344.0
150,-59.0
151,-123.0
152,-356.0
153,-164.0
154,-36.0
155,3.0
156,-194.0
157,-219.0
158,-317.0
159,-152.0
160,-27.0
161,-84.0
162,-40.0
163,-119.0
164,-169.0
165,-281.0
