,0
0,-830.0
1,-758.0
2,-722.0
3,-821.0
4,-722.0
5,-902.0
6,-929.0
7,-794.0
8,-767.0
9,-848.0
10,-776.0
11,-740.0
12,-821.0
13,-668.0
14,-848.0
15,-659.0
16,-740.0
17,-767.0
18,-623.0
19,-758.0
20,-632.0
21,-686.0
22,-695.0
23,-569.0
24,-776.0
25,-704.0
26,-677.0
27,-14.0
28,-506.0
29,-650.0
30,-587.0
31,-533.0
32,-605.0
33,-749.0
34,-668.0
35,-641.0
36,-605.0
37,-677.0
38,-650.0
39,-587.0
40,-551.0
41,-623.0
42,-605.0
43,-695.0
44,-587.0
45,-236.0
46,-659.0
47,-515.0
48,-605.0
49,-578.0
50,-695.0
51,-561.0
52,-668.0
53,-659.0
54,-533.0
55,-542.0
56,-542.0
57,-614.0
58,-518.0
59,-515.0
60,-551.0
61,-497.0
62,-650.0
63,-164.0
64,-506.0
65,-605.0
66,-533.0
67,-506.0
68,-298.0
69,-515.0
70,-277.0
71,-524.0
72,-551.0
73,-474.0
74,-479.0
75,-533.0
76,-524.0
77,-420.0
78,-605.0
79,-238.0
80,-215.0
81,-578.0
82,-416.0
83,-398.0
84,-479.0
85,-250.0
86,-407.0
87,-443.0
88,-488.0
89,-425.0
90,-470.0
91,-461.0
92,-479.0
93,-302.0
94,-452.0
95,-470.0
96,-60.0
97,-176.0
98,-134.0
99,-320.0
100,-371.0
101,-452.0
102,-329.0
103,2.0
104,-380.0
105,-277.0
106,-67.0
107,-38.0
108,-380.0
109,-339.0
110,-452.0
111,-398.0
112,-515.0
113,-380.0
114,-183.0
115,-47.0
116,-96.0
117,-425.0
118,-283.0
119,-114.0
120,-371.0
121,-353.0
122,-174.0
123,-68.0
124,-371.0
125,-223.0
126,-230.0
127,-194.0
128,-380.0
129,-75.0
130,-143.0
131,-157.0
132,-85.0
133,-168.0
134,-247.0
135,-319.0
136,-194.0
137,-326.0
138,-344.0
139,-353.0
140,-155.0
141,-298.0
142,-329.0
143,-299.0
144,-317.0
145,-324.0
146,-271.0
147,-60.0
148,-344.0
149,-302.0
150,-258.0
151,-289.0
152,-127.0
153,-335.0
154,-58.0
155,-51.0
156,-27.0
157,-297.0
158,-187.0
159,-241.0
160,-317.0
161,-302.0
162,-176.0
163,-197.0
164,-15.0
165,-24.0
166,-172.0
167,-272.0
168,-62.0
169,-136.0
170,-233.0
171,-132.0
172,-148.0
173,-152.0
174,-241.0
175,-127.0
176,-317.0
177,-38.0
178,-52.0
179,-10.0
180,10.0
181,-61.0
182,-26.0
183,-133.0
184,-181.0
185,-249.0
186,-36.0
187,-113.0
188,-145.0
189,-164.0
190,-68.0
191,-29.0
192,-317.0
193,-148.0
194,-28.0
195,-18.0
196,-41.0
197,-233.0
198,-90.0
199,-97.0
200,-29.0
201,6.0
202,-60.0
203,-281.0
204,-144.0
205,-184.0
206,-40.0
207,-106.0
208,-276.0
209,-201.0
210,-99.0
211,-77.0
212,-93.0
213,-263.0
214,-241.0
215,-33.0
216,-47.0
217,-211.0
218,-78.0
219,-203.0
220,-281.0
221,-53.0
222,-48.0
223,-68.0
224,-6.0
225,-204.0
226,-50.0
227,-78.0
228,-317.0
229,0.0
230,-126.0
231,11.0
232,-153.0
233,-58.0
234,-25.0
235,-1.0
236,-27.0
237,-72.0
238,-72.0
239,-135.0
240,-56.0
241,-66.0
242,-48.0
243,1.0
244,-63.0
245,-82.0
246,-119.0
247,-103.0
248,8.0
249,-103.0
250,-12.0
251,7.0
252,-5.0
253,6.0
254,-30.0
255,-135.0
256,-8.0
257,-75.0
258,9.0
259,-4.0
260,-124.0
261,-72.0
262,10.0
263,-212.0
264,-128.0
265,1.0
266,-86.0
267,-73.0
268,-47.0
269,-10.0
270,10.0
271,-36.0
272,-20.0
273,-40.0
274,-44.0
275,-111.0
276,-91.0
277,-53.0
278,11.0
279,0.0
280,-48.0
281,-89.0
282,-71.0
283,-49.0
284,3.0
285,1.0
286,-50.0
287,1.0
288,-14.0
289,-127.0
290,-74.0
291,-79.0
292,-1.0
293,-114.0
294,12.0
295,-53.0
296,-5.0
297,13.0
298,2.0
299,13.0
300,-21.0
301,-21.0
302,10.0
303,-54.0
304,11.0
305,-114.0
306,-25.0
307,12.0
308,-56.0
309,-46.0
310,-11.0
311,-87.0
312,-80.0
313,-22.0
314,-217.0
315,-57.0
316,-23.0
317,-6.0
318,-126.0
319,3.0
320,-27.0
321,-89.0
322,10.0
323,-28.0
324,12.0
325,-35.0
326,-44.0
327,10.0
328,-33.0
329,-38.0
330,-47.0
331,-133.0
332,-13.0
333,12.0
334,7.0
335,-14.0
336,14.0
337,-18.0
338,4.0
339,10.0
340,14.0
341,-38.0
342,-10.0
343,-31.0
344,-35.0
345,-97.0
346,-49.0
347,12.0
348,-21.0
349,1.0
350,-18.0
351,3.0
352,-9.0
353,-6.0
354,-56.0
355,9.0
356,8.0
357,6.0
358,-7.0
359,-72.0
360,11.0
361,-66.0
362,-25.0
363,-23.0
364,-2.0
365,-107.0
366,8.0
367,-50.0
368,-18.0
369,-15.0
370,-4.0
371,-11.0
372,-29.0
373,11.0
374,-5.0
375,0.0
376,-6.0
377,13.0
378,15.0
379,14.0
380,6.0
381,2.0
382,11.0
383,0.0
384,-31.0
385,-130.0
386,12.0
387,-53.0
388,6.0
389,6.0
390,-2.0
391,-17.0
392,7.0
393,6.0
394,10.0
395,-3.0
396,5.0
397,12.0
398,-26.0
399,14.0
400,-5.0
401,15.0
402,11.0
403,-12.0
404,-106.0
405,-57.0
406,-33.0
407,-7.0
408,8.0
409,-2.0
410,7.0
411,11.0
412,14.0
413,7.0
414,5.0
415,3.0
416,8.0
417,14.0
418,1.0
419,4.0
420,8.0
421,-26.0
422,7.0
423,2.0
424,2.0
425,-6.0
426,13.0
427,6.0
428,11.0
429,-1.0
430,-9.0
431,-1.0
432,-14.0
433,9.0
434,3.0
435,-66.0
436,5.0
437,-41.0
438,-41.0
439,-18.0
440,11.0
441,-33.0
442,-6.0
443,-3.0
444,10.0
445,-11.0
446,3.0
447,-20.0
448,8.0
449,8.0
450,12.0
451,5.0
452,-22.0
453,-7.0
454,-50.0
455,-23.0
456,-33.0
457,-3.0
458,-36.0
459,-33.0
460,-4.0
461,-69.0
462,-7.0
463,11.0
464,-33.0
465,8.0
466,-5.0
467,6.0
468,-41.0
469,8.0
470,-9.0
471,-60.0
472,3.0
473,-5.0
474,-35.0
475,9.0
476,2.0
477,-12.0
478,-3.0
479,11.0
480,-15.0
481,-8.0
482,-4.0
483,-16.0
484,-9.0
485,1.0
486,11.0
487,-23.0
488,11.0
489,10.0
490,11.0
491,6.0
492,7.0
493,10.0
494,9.0
495,8.0
496,0.0
497,8.0
498,5.0
499,-12.0
500,6.0
501,0.0
502,11.0
503,8.0
504,3.0
505,9.0
506,8.0
507,-4.0
508,-29.0
509,3.0
510,2.0
511,-4.0
512,11.0
513,-4.0
514,7.0
515,5.0
516,9.0
517,8.0
518,11.0
519,7.0
520,9.0
