,0
0,-794.0
1,-713.0
2,-920.0
3,-758.0
4,-830.0
5,-794.0
6,-776.0
7,-528.0
8,-803.0
9,-866.0
10,-758.0
11,-830.0
12,-650.0
13,-803.0
14,-848.0
15,-848.0
16,-668.0
17,-749.0
18,-614.0
19,-704.0
20,-668.0
21,-731.0
22,-668.0
23,-740.0
24,-713.0
25,-857.0
26,-686.0
27,-704.0
28,-668.0
29,-767.0
30,-668.0
31,-713.0
32,-731.0
33,-481.0
34,-569.0
35,-677.0
36,-704.0
37,-677.0
38,-515.0
39,-659.0
40,-623.0
41,-623.0
42,-650.0
43,-569.0
44,-551.0
45,-614.0
46,-641.0
47,-533.0
48,-614.0
49,-677.0
50,-533.0
51,-659.0
52,-560.0
53,-551.0
54,-134.0
55,-533.0
56,-614.0
57,-668.0
58,-623.0
59,-417.0
60,-245.0
61,-623.0
62,-506.0
63,-542.0
64,-342.0
65,-270.0
66,-488.0
67,-578.0
68,-46.0
69,-632.0
70,-479.0
71,-506.0
72,-515.0
73,-363.0
74,-488.0
75,-307.0
76,-470.0
77,-488.0
78,-497.0
79,-416.0
80,-262.0
81,-327.0
82,-281.0
83,-497.0
84,-425.0
85,-461.0
86,-333.0
87,-293.0
88,-171.0
89,-164.0
90,-343.0
91,-373.0
92,-452.0
93,-371.0
94,-239.0
95,-362.0
96,-452.0
97,-380.0
98,-137.0
99,-434.0
100,-94.0
101,0.0
102,-488.0
103,-416.0
104,-362.0
105,-76.0
106,-296.0
107,-443.0
108,-353.0
109,-168.0
110,-407.0
111,-307.0
112,-207.0
113,-389.0
114,-239.0
115,-185.0
116,-362.0
117,-189.0
118,-443.0
119,-290.0
120,-329.0
121,-389.0
122,-143.0
123,-398.0
124,-362.0
125,-326.0
126,-272.0
127,-126.0
128,-335.0
129,-129.0
130,-48.0
131,-362.0
132,-344.0
133,-170.0
134,-416.0
135,-308.0
136,-353.0
137,-334.0
138,-46.0
139,-371.0
140,-278.0
141,-11.0
142,-75.0
143,-362.0
144,-184.0
145,-21.0
146,-47.0
147,-190.0
148,-98.0
149,-389.0
150,-34.0
151,-201.0
152,-147.0
153,-251.0
154,-127.0
155,-138.0
156,-281.0
157,-110.0
158,-276.0
159,-164.0
160,-184.0
161,-67.0
162,-308.0
163,-163.0
164,-277.0
165,-291.0
166,-17.0
167,-120.0
168,-106.0
169,-108.0
170,-73.0
171,-47.0
172,-281.0
173,-281.0
174,-70.0
175,-11.0
176,-142.0
177,-39.0
178,-197.0
179,-58.0
180,-111.0
181,-74.0
182,-124.0
183,-210.0
184,-11.0
185,-154.0
186,-220.0
187,-122.0
188,-353.0
189,-248.0
190,-272.0
191,-1.0
192,-162.0
193,-138.0
194,-110.0
195,-22.0
196,-59.0
197,9.0
198,-9.0
199,-86.0
200,-10.0
201,-95.0
202,-208.0
203,-141.0
204,-90.0
205,-175.0
206,-308.0
207,-35.0
208,-168.0
209,-281.0
210,-88.0
211,-145.0
212,-121.0
213,-49.0
214,-106.0
215,-45.0
216,-78.0
217,-195.0
218,-60.0
219,-88.0
220,-56.0
221,-308.0
222,-109.0
223,-150.0
224,-40.0
225,4.0
226,-104.0
227,-146.0
228,-51.0
229,-85.0
230,-85.0
231,-110.0
232,-175.0
233,-118.0
234,-122.0
235,7.0
236,-215.0
237,-94.0
238,-28.0
239,-100.0
240,-208.0
241,-14.0
242,-188.0
243,13.0
244,-70.0
245,-103.0
246,-69.0
247,-1.0
248,-177.0
249,-30.0
250,-50.0
251,-74.0
252,4.0
253,-102.0
254,-153.0
255,-108.0
256,-69.0
257,-9.0
258,-2.0
259,-187.0
260,-19.0
261,-55.0
262,6.0
263,-23.0
264,-34.0
265,-18.0
266,-122.0
267,-102.0
268,-2.0
269,-27.0
270,6.0
271,-119.0
272,-37.0
273,-14.0
274,-233.0
275,-17.0
276,-138.0
277,-168.0
278,-78.0
279,-107.0
280,-30.0
281,-96.0
282,-9.0
283,-55.0
284,-121.0
285,-59.0
286,0.0
287,-111.0
288,-51.0
289,-121.0
290,-123.0
291,-117.0
292,-5.0
293,-85.0
294,-45.0
295,-6.0
296,-41.0
297,-109.0
298,-95.0
299,-45.0
300,13.0
301,-127.0
302,9.0
303,-9.0
304,-48.0
305,-3.0
306,2.0
307,-84.0
308,-173.0
309,-14.0
310,10.0
311,-64.0
312,8.0
313,-47.0
314,10.0
315,-67.0
316,-118.0
317,-70.0
318,-25.0
319,-18.0
320,-65.0
321,-2.0
322,-2.0
323,11.0
324,-8.0
325,-20.0
326,-43.0
327,-62.0
328,-24.0
329,12.0
330,-21.0
331,-12.0
332,-41.0
333,-60.0
334,-26.0
335,-37.0
336,-9.0
337,-11.0
338,-41.0
339,-29.0
340,-41.0
341,0.0
342,-41.0
343,-2.0
344,10.0
345,-45.0
346,-85.0
347,12.0
348,-72.0
349,-48.0
350,-32.0
351,-15.0
352,-14.0
353,13.0
354,-36.0
355,11.0
356,11.0
357,14.0
358,1.0
359,6.0
360,-22.0
361,5.0
362,-52.0
363,-47.0
364,-11.0
365,8.0
366,1.0
367,14.0
368,2.0
369,-29.0
370,-60.0
371,-27.0
372,11.0
373,-17.0
374,8.0
375,-60.0
